,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
96278,0,3,1,49.0,1,2,61.87,0,0,1
96279,0,1,1,38.0,0,2,20.2,0,0,1
96280,1,1,1,21.0,1,1,63.66,0,0,1
96281,1,2,0,23.0,0,0,30.8,1,0,0
96282,0,3,1,21.0,2,0,26.25,0,0,1
96283,0,2,1,20.0,0,0,13.66,0,0,1
96284,0,3,1,67.0,0,0,7.44,0,0,1
96285,0,2,1,9.0,1,1,33.41,0,0,1
96286,0,3,1,41.0,0,0,20.49,0,0,1
96287,0,1,1,23.0,1,0,29.17,0,0,1
96288,1,3,0,56.0,1,2,28.27,1,0,0
96289,1,1,0,33.0,0,0,283.24,0,0,1
96290,1,3,1,19.0,0,0,7.67,0,0,1
96291,0,2,1,24.0,1,0,29.48,0,0,1
96292,1,2,1,45.0,0,0,14.53,0,0,1
96293,1,2,0,71.0,0,0,4.77,1,0,0
96294,0,3,1,55.0,0,0,10.92,0,0,1
96295,1,1,1,38.0,0,1,67.95,1,0,0
96296,0,3,0,7.0,4,1,30.42,0,0,1
96297,0,1,1,69.0,0,0,48.59,1,0,0
96298,1,3,0,9.0,2,1,26.51,1,0,0
96299,0,3,0,53.0,0,2,103.21,0,0,1
96300,0,1,1,37.0,0,0,104.43,0,0,1
96301,0,2,0,49.0,0,0,9.76,0,0,1
96302,1,1,0,65.0,0,0,185.78,0,1,0
96303,0,3,0,53.0,0,0,10.16,0,0,1
96304,1,1,0,29.5,0,0,13.07,1,0,0
96305,0,1,1,47.0,1,1,28.07,1,0,0
96306,0,3,1,49.0,0,0,7.92,0,0,1
96307,0,2,1,24.0,0,0,5.28,0,0,1
96308,0,3,1,21.0,0,0,9.35,0,0,1
96309,1,1,0,37.0,0,0,24.39,0,1,0
96310,1,1,1,47.0,0,0,73.74,0,0,1
96311,1,2,1,5.0,1,1,30.42,0,0,1
96312,1,1,1,62.0,1,0,162.24,0,1,0
96313,0,3,1,17.0,0,0,6.7,0,0,1
96314,1,2,1,57.0,0,0,7.43,0,0,1
96315,0,3,0,74.0,0,0,10.8,0,0,1
96316,0,3,1,57.0,0,0,9.89,0,0,1
96317,0,1,1,6.0,0,0,29.27,0,0,1
96318,1,1,1,60.0,1,0,60.86,0,1,0
96319,0,2,0,7.0,1,2,73.14,0,0,1
96320,0,3,1,22.0,0,0,10.4,0,0,1
96321,0,1,1,35.0,0,0,7.24,0,0,1
96322,0,3,1,26.0,0,1,8.78,0,0,1
96323,0,1,1,48.0,0,0,10.56,0,0,1
96324,0,3,1,7.0,0,0,26.24,0,0,1
96325,1,1,0,23.0,1,1,118.4,0,0,1
96326,0,1,1,56.0,0,2,20.29,0,0,1
96327,1,3,1,10.0,1,2,30.28,0,0,1
96328,0,3,1,64.0,0,0,490.05,0,0,1
96329,1,1,0,49.0,1,2,89.93,0,0,1
96330,0,3,1,43.0,0,0,9.68,0,0,1
96331,1,3,1,53.0,0,0,22.84,1,0,0
96332,1,2,1,43.0,0,0,22.04,0,0,1
96333,0,3,1,23.0,0,0,10.62,0,0,1
96334,0,3,1,37.0,0,1,10.21,0,0,1
96335,1,1,0,36.0,1,0,28.37,0,0,1
96336,0,3,1,21.0,0,0,6.9,0,0,1
96337,0,3,1,21.0,0,0,24.44,0,0,1
96338,1,1,0,34.0,0,0,206.74,0,1,0
96339,1,2,1,3.0,1,1,29.7,0,0,1
96340,0,3,1,26.0,0,0,11.59,0,0,1
96341,1,1,0,59.0,1,0,30.38,1,0,0
96342,1,1,0,28.0,0,0,79.41,1,0,0
96343,1,1,0,56.0,0,0,27.99,1,0,0
96344,0,3,1,2.0,1,2,33.7,0,0,1
96345,0,3,1,18.0,0,0,24.38,0,0,1
96346,0,1,1,32.0,1,0,67.88,0,0,1
96347,1,2,0,44.0,0,0,4.89,0,0,1
96348,0,1,1,54.0,0,0,83.57,0,0,1
96349,1,3,1,54.0,0,0,8.9,0,0,1
96350,0,2,1,53.0,0,0,7.21,0,0,1
96351,0,3,1,44.0,0,0,25.13,0,0,1
96352,1,2,0,46.0,0,1,29.75,0,0,1
96353,0,2,1,35.0,0,0,24.4,0,0,1
96354,0,3,1,20.0,0,0,8.25,0,0,1
96355,1,1,0,29.0,0,0,28.91,1,0,0
96356,1,1,0,44.0,0,0,122.78,1,0,0
96357,1,1,1,23.0,1,0,22.94,0,0,1
96358,1,2,0,19.0,1,2,37.56,0,0,1
96359,0,3,1,38.0,1,1,35.44,0,0,1
96360,0,3,1,34.0,0,0,9.95,0,1,0
96361,1,1,0,39.0,0,0,20.81,0,0,1
96362,0,3,1,30.0,0,0,9.84,0,0,1
96363,0,1,1,64.0,0,0,8.6,0,1,0
96364,1,2,0,10.0,0,2,33.68,0,0,1
96365,0,3,1,5.0,0,0,5.6,0,0,1
96366,0,3,0,42.0,0,2,8.8,0,0,1
96367,1,2,0,16.0,0,1,13.63,0,0,1
96368,0,3,1,46.0,1,0,28.31,0,0,1
96369,1,2,0,59.0,0,0,28.64,0,0,1
96370,1,2,1,24.0,0,0,6.53,0,0,1
96371,1,1,0,61.0,0,0,22.68,0,0,1
96372,1,3,0,38.0,0,2,25.21,0,0,1
96373,0,2,0,27.0,0,0,10.02,0,0,1
96374,1,1,0,31.0,0,0,21.35,0,0,1
96375,1,1,0,60.0,1,0,114.73,1,0,0
96376,1,3,0,10.0,0,3,33.97,0,0,1
96377,1,2,0,31.0,0,0,11.11,1,0,0
96378,1,1,0,70.0,0,0,216.53,0,1,0
96379,0,3,1,34.0,0,0,12.25,0,0,1
96380,0,3,1,49.0,0,4,13.94,0,0,1
96381,1,1,1,37.0,1,3,67.27,1,0,0
96382,0,3,1,40.0,0,0,10.98,0,0,1
96383,1,2,0,54.0,0,9,83.04,1,0,0
96384,1,1,0,40.0,0,1,35.15,1,0,0
96385,0,2,1,52.0,0,0,22.49,0,0,1
96386,1,2,0,48.0,0,0,30.83,0,0,1
96387,1,2,0,38.0,0,0,25.04,1,0,0
96388,1,2,1,18.0,0,1,27.12,0,0,1
96389,0,2,1,27.0,0,0,6.2,0,0,1
96390,0,2,1,47.0,0,0,12.01,0,0,1
96391,1,2,1,63.0,0,0,10.02,0,0,1
96392,1,2,1,36.0,1,2,9.92,0,0,1
96393,0,3,1,30.0,0,0,12.22,0,0,1
96394,1,2,0,65.0,0,0,23.72,0,1,0
96395,0,2,1,24.0,0,0,9.28,0,0,1
96396,1,1,1,40.0,0,3,23.53,1,0,0
96397,1,1,0,52.0,0,0,296.79,1,0,0
96398,0,2,1,7.0,1,1,11.59,0,0,1
96399,0,1,1,67.0,0,0,101.97,0,1,0
96400,0,3,0,7.0,1,2,28.15,0,0,1
96401,0,3,0,58.0,3,3,28.36,0,0,1
96402,0,3,1,23.0,2,0,10.8,0,0,1
96403,0,3,1,24.0,0,0,8.78,0,0,1
96404,0,2,0,58.0,0,0,10.46,0,0,1
96405,1,1,0,32.0,0,0,77.71,0,0,1
96406,1,3,0,0.17,1,1,37.01,0,0,1
96407,1,1,0,52.0,1,1,238.23,0,0,1
96408,0,3,1,24.0,0,0,8.33,0,0,1
96409,1,3,0,1.0,1,2,85.74,1,0,0
96410,0,3,0,60.0,0,0,29.76,0,1,0
96411,0,3,1,27.0,0,0,9.4,0,0,1
96412,0,1,1,51.0,3,0,60.05,0,0,1
96413,1,2,0,8.0,0,1,64.6,0,0,1
96414,0,3,1,25.0,1,0,10.27,0,0,1
96415,1,1,0,37.0,0,0,118.97,1,0,0
96416,0,2,1,27.0,0,0,13.02,0,0,1
96417,1,1,0,56.0,0,0,26.4,0,1,0
96418,1,1,1,57.0,0,0,140.73,1,0,0
96419,0,3,1,54.0,0,0,9.79,0,0,1
96420,1,1,0,61.0,2,1,79.75,1,0,0
96421,0,3,1,40.0,0,0,24.23,0,0,1
96422,0,3,1,23.0,0,0,10.58,0,0,1
96423,0,1,1,47.0,0,0,56.93,0,0,1
96424,0,2,0,20.0,0,0,8.89,0,0,1
96425,0,1,1,66.0,1,0,178.8,0,0,1
96426,0,1,0,78.0,0,0,26.1,0,1,0
96427,1,3,0,63.0,0,0,21.3,0,0,1
96428,0,2,0,38.0,4,0,27.14,0,0,1
96429,1,1,0,35.0,0,0,91.55,1,0,0
96430,1,1,0,38.0,1,0,123.01,1,0,0
96431,1,1,0,52.0,0,0,83.5,1,0,0
96432,0,2,1,34.0,0,0,8.18,0,0,1
96433,0,3,1,61.0,0,0,7.55,0,0,1
96434,1,1,1,39.0,0,1,85.96,0,0,1
96435,1,2,0,28.0,0,0,10.0,0,0,1
96436,0,3,1,1.0,0,0,28.01,0,0,1
96437,1,3,0,30.0,0,1,28.37,0,0,1
96438,0,3,1,23.0,0,0,8.85,0,0,1
96439,1,3,0,57.0,0,0,11.99,0,0,1
96440,0,2,0,28.0,0,0,27.48,1,0,0
96441,0,2,1,32.0,0,0,27.96,0,0,1
96442,0,2,1,58.0,1,0,9.63,0,0,1
96443,1,1,0,45.0,1,1,32.54,1,0,0
96444,0,3,0,20.0,0,0,13.35,0,0,1
96445,0,2,0,20.0,1,0,22.06,1,0,0
96446,1,2,0,59.0,1,1,32.65,0,0,1
96447,0,2,1,6.0,0,0,29.09,0,0,1
96448,0,3,1,50.0,0,0,6.93,0,0,1
96449,1,1,0,51.0,0,1,219.61,0,0,1
96450,0,2,0,63.0,0,0,14.78,0,0,1
96451,0,3,0,27.0,0,0,8.42,0,0,1
96452,1,3,1,50.0,0,0,10.43,0,0,1
96453,0,3,0,28.0,0,0,10.69,0,0,1
96454,0,2,1,31.0,0,0,10.91,0,0,1
96455,1,2,0,30.0,0,1,79.59,1,0,0
96456,0,3,1,63.0,0,0,32.94,0,0,1
96457,0,3,0,3.0,1,2,25.16,0,0,1
96458,0,3,1,59.0,0,0,10.05,0,0,1
96459,1,3,1,24.0,0,3,7.87,0,1,0
96460,0,3,1,26.0,0,0,27.17,0,0,1
96461,0,2,1,71.0,0,1,25.59,0,0,1
96462,1,2,0,33.0,0,0,27.08,1,0,0
96463,0,1,1,51.0,0,0,66.94,1,0,0
96464,1,3,0,8.0,1,2,12.51,0,0,1
96465,0,3,1,38.0,0,0,10.59,0,0,1
96466,0,2,0,7.0,4,1,36.23,0,0,1
96467,0,1,1,6.0,0,2,28.26,0,0,1
96468,0,1,0,56.0,0,1,247.65,1,0,0
96469,1,2,0,70.0,0,1,11.59,0,0,1
96470,1,1,0,40.0,1,0,120.09,1,0,0
96471,0,2,0,41.0,0,1,27.04,0,0,1
96472,1,2,0,22.0,0,0,24.17,0,0,1
96473,1,2,0,26.0,0,2,30.79,0,1,0
96474,1,3,0,55.0,0,0,7.09,0,0,1
96475,0,1,1,41.0,1,0,29.78,0,0,1
96476,1,1,0,60.0,0,0,63.64,1,0,0
96477,1,3,0,4.0,1,1,34.24,0,0,1
96478,1,3,0,20.0,0,0,14.38,1,0,0
96479,0,3,1,23.0,1,2,25.86,0,0,1
96480,1,1,0,38.0,0,0,8.18,0,1,0
96481,1,1,0,24.0,0,0,201.21,1,0,0
96482,1,3,0,10.0,0,1,26.13,1,0,0
96483,0,3,1,27.0,0,0,8.74,0,0,1
96484,0,3,1,25.0,0,0,25.29,0,0,1
96485,1,1,0,69.0,0,0,27.64,1,0,0
96486,1,3,1,22.0,0,0,8.46,0,0,1
96487,0,2,0,42.0,0,2,30.28,0,0,1
96488,1,2,0,43.0,0,0,7.7,1,0,0
96489,1,3,0,42.0,3,0,11.68,0,0,1
96490,0,3,1,47.0,4,0,7.24,0,0,1
96491,1,1,0,28.0,0,0,70.77,0,1,0
96492,0,1,0,49.0,2,0,67.88,0,0,1
96493,0,2,1,7.0,1,0,22.66,0,0,1
96494,0,3,1,23.0,0,0,10.79,0,0,1
96495,1,3,0,62.0,0,0,33.21,1,0,0
96496,0,3,1,29.0,0,1,10.31,0,0,1
96497,1,1,0,54.0,0,1,129.14,0,0,1
96498,1,3,0,55.0,0,1,6.69,0,0,1
96499,1,2,0,2.0,1,2,34.45,1,0,0
96500,1,1,0,47.0,0,0,538.93,0,0,1
96501,1,2,0,31.0,0,0,24.12,0,1,0
96502,0,3,1,33.0,0,0,10.45,0,0,1
96503,1,2,0,79.0,0,0,35.86,1,0,0
96504,0,2,1,44.0,0,0,7.78,0,0,1
96505,0,3,0,62.0,0,2,6.98,0,0,1
96506,0,2,1,30.0,0,0,9.93,0,0,1
96507,1,1,1,21.0,1,2,382.24,0,0,1
96508,0,1,1,2.0,1,1,59.96,1,0,0
96509,0,3,1,62.0,0,0,8.25,0,0,1
96510,1,2,1,16.0,4,1,26.67,1,0,0
96511,0,3,1,69.0,0,0,7.47,0,0,1
96512,0,3,1,35.0,0,0,5.73,1,0,0
96513,0,1,1,46.0,0,0,27.9,0,0,1
96514,0,3,0,48.0,0,0,13.58,0,0,1
96515,1,1,0,43.0,0,0,30.08,1,0,0
96516,0,3,0,26.0,0,0,10.52,0,0,1
96517,1,1,1,32.0,0,0,89.24,0,0,1
96518,1,3,0,52.0,0,1,28.66,0,0,1
96519,0,3,1,30.0,0,0,6.86,0,0,1
96520,1,3,0,23.0,0,0,7.55,0,0,1
96521,0,2,1,51.0,1,0,11.47,0,0,1
96522,1,2,0,60.0,1,1,30.97,0,0,1
96523,1,1,0,34.0,2,0,69.02,1,0,0
96524,0,1,1,42.0,0,0,75.52,0,0,1
96525,1,1,1,47.0,0,0,502.8,1,0,0
96526,1,1,0,66.0,1,1,62.31,0,0,1
96527,0,3,1,23.0,0,0,8.38,0,0,1
96528,1,3,0,1.0,1,2,67.91,1,0,0
96529,1,3,0,28.0,0,0,13.22,0,0,1
96530,0,3,1,65.0,0,0,7.59,0,0,1
96531,0,1,0,31.0,1,2,83.09,0,0,1
96532,0,2,1,22.0,0,0,9.75,0,0,1
96533,0,3,1,3.0,1,2,29.18,0,0,1
96534,1,2,1,35.0,0,0,26.6,0,1,0
96535,1,1,0,62.0,0,1,12.69,1,0,0
96536,0,1,0,46.0,1,0,38.04,0,0,1
96537,0,1,1,31.0,0,0,28.61,0,0,1
96538,0,3,1,50.0,0,1,8.31,0,0,1
96539,1,1,0,40.0,1,0,137.72,1,0,0
96540,0,3,0,7.0,1,1,29.73,0,0,1
96541,0,3,0,60.0,0,0,8.82,0,0,1
96542,1,2,0,50.0,0,0,27.19,1,0,0
96543,0,2,1,31.0,1,0,22.15,0,0,1
96544,1,1,0,51.0,0,0,27.45,1,0,0
96545,0,2,0,55.0,0,0,14.18,0,0,1
96546,1,2,0,9.0,4,0,23.24,0,0,1
96547,0,1,0,31.0,0,2,11.16,0,0,1
96548,1,3,1,25.0,0,0,11.43,1,0,0
96549,1,1,1,25.0,1,0,10.95,1,0,0
96550,0,1,1,44.0,0,0,6.0,0,0,1
96551,0,2,1,26.0,0,0,13.57,0,0,1
96552,1,1,0,48.0,0,0,256.44,0,0,1
96553,1,3,0,30.0,0,1,11.44,0,0,1
96554,0,3,1,27.0,0,0,12.69,0,0,1
96555,0,3,0,56.0,5,0,7.43,0,0,1
96556,1,1,0,62.0,1,2,85.26,1,0,0
96557,1,1,1,4.0,0,1,66.61,0,0,1
96558,0,3,1,19.0,1,0,8.31,0,0,1
96559,0,3,1,53.0,0,0,10.88,0,0,1
96560,1,2,0,38.0,2,2,10.92,0,0,1
96561,0,3,1,22.0,0,0,8.76,0,0,1
96562,1,1,0,52.0,0,0,80.37,1,0,0
96563,0,2,1,63.0,0,0,26.81,0,0,1
96564,1,1,0,47.0,0,0,89.67,1,0,0
96565,0,1,1,45.0,0,0,146.91,0,1,0
96566,0,3,1,26.0,0,0,7.08,0,0,1
96567,1,1,1,41.0,4,0,7.28,0,0,1
96568,0,3,1,16.0,0,0,10.33,0,0,1
96569,0,1,0,60.0,2,2,55.19,0,0,1
96570,0,3,1,27.0,0,0,27.45,0,0,1
96571,1,1,0,53.0,0,0,324.32,0,1,0
96572,0,3,0,22.0,0,0,10.8,0,0,1
96573,0,3,0,48.0,1,2,63.6,0,0,1
96574,1,2,1,55.0,0,1,25.76,1,0,0
96575,1,3,0,22.0,0,0,13.51,0,0,1
96576,0,2,1,12.0,1,1,22.92,0,0,1
96577,1,1,0,44.0,0,0,26.05,0,0,1
96578,1,2,0,80.0,0,5,28.93,1,0,0
96579,0,1,0,32.0,0,0,25.25,0,0,1
96580,0,3,1,28.0,0,0,10.9,0,0,1
96581,0,2,0,62.0,0,0,9.21,0,0,1
96582,1,1,1,23.0,1,0,25.83,1,0,0
96583,1,3,1,24.0,0,0,6.47,0,0,1
96584,1,3,0,21.0,0,0,12.15,0,0,1
96585,0,1,1,7.0,2,0,67.91,0,0,1
96586,0,3,1,43.0,0,0,8.43,0,0,1
96587,0,1,1,33.0,0,0,10.97,0,0,1
96588,0,2,1,38.0,0,0,8.36,0,0,1
96589,0,2,1,40.0,0,0,34.35,0,0,1
96590,0,3,0,70.0,0,0,9.3,0,1,0
96591,1,1,0,56.0,0,0,263.23,1,0,0
96592,0,3,1,33.0,0,1,8.53,0,0,1
96593,0,1,1,40.0,2,0,72.35,1,0,0
96594,1,1,0,57.0,0,0,126.3,1,0,0
96595,1,1,1,60.0,0,0,32.05,1,0,0
96596,1,2,1,28.0,1,2,29.2,0,0,1
96597,1,2,1,38.0,0,0,27.23,0,0,1
96598,1,1,0,25.0,0,0,22.57,1,0,0
96599,1,2,0,52.0,0,0,12.1,0,0,1
96600,1,2,1,44.0,0,0,14.31,1,0,0
96601,1,1,1,32.0,0,0,111.58,1,0,0
96602,1,2,0,6.0,1,1,68.93,1,0,0
96603,0,1,1,45.0,0,0,11.11,0,0,1
96604,0,2,1,66.0,1,0,30.07,0,0,1
96605,0,2,1,27.0,0,0,8.32,0,0,1
96606,1,2,0,41.0,0,0,23.72,0,0,1
96607,1,3,1,56.0,3,0,23.42,0,0,1
96608,0,1,1,29.0,0,0,10.22,0,0,1
96609,0,2,1,53.0,0,0,33.38,1,0,0
96610,0,2,1,70.0,0,0,23.47,0,0,1
96611,1,2,0,61.0,0,2,25.76,0,1,0
96612,0,3,1,29.0,0,0,10.25,0,0,1
96613,0,3,0,34.0,0,0,8.3,0,0,1
96614,1,2,1,25.0,0,0,33.23,0,0,1
96615,0,3,1,64.0,0,0,10.24,0,0,1
96616,0,3,0,39.0,0,0,9.9,0,0,1
96617,0,3,1,2.0,1,1,38.38,0,0,1
96618,1,3,0,38.0,1,2,27.29,1,0,0
96619,1,2,0,15.0,0,2,29.56,1,0,0
96620,0,3,1,39.0,0,0,6.93,0,0,1
96621,1,2,0,53.0,0,0,26.7,0,0,1
96622,1,1,1,5.0,1,0,73.28,1,0,0
96623,0,3,1,32.0,0,2,11.31,0,0,1
96624,1,3,0,30.0,0,1,19.65,0,0,1
96625,1,1,0,66.0,0,0,66.54,0,1,0
96626,0,2,1,55.0,0,1,25.35,0,0,1
96627,0,1,0,63.0,0,0,97.16,1,0,0
96628,1,1,0,59.0,0,0,34.64,1,0,0
96629,1,3,0,26.0,0,0,13.55,0,0,1
96630,0,3,1,21.0,3,0,8.66,0,0,1
96631,0,1,0,62.0,0,3,56.08,1,0,0
96632,1,1,0,58.0,1,0,138.74,0,1,0
96633,0,3,0,49.0,0,0,7.55,0,0,1
96634,0,3,1,60.0,0,0,8.98,0,0,1
96635,0,1,1,47.0,0,0,26.41,0,0,1
96636,0,3,1,53.0,0,0,9.66,0,0,1
96637,1,2,0,44.0,2,0,23.08,0,1,0
96638,0,1,1,25.0,1,0,11.77,0,0,1
96639,0,1,0,45.0,0,0,46.44,0,0,1
96640,1,2,1,38.0,0,1,20.72,0,0,1
96641,1,2,0,50.0,0,0,22.29,0,0,1
96642,0,2,1,43.0,0,1,11.43,0,0,1
96643,1,3,0,68.0,0,1,27.31,0,0,1
96644,1,1,1,58.0,0,0,401.22,0,0,1
96645,1,3,0,56.0,0,1,7.49,0,1,0
96646,0,3,1,26.0,0,0,13.22,0,0,1
96647,1,1,1,55.0,1,1,29.88,1,0,0
96648,0,3,1,26.0,0,0,5.66,0,0,1
96649,1,1,0,60.0,0,0,28.0,1,0,0
96650,1,3,0,60.0,1,0,10.72,0,0,1
96651,0,3,1,38.0,0,0,8.35,0,0,1
96652,0,3,0,27.0,0,0,10.14,0,1,0
96653,1,1,0,38.0,2,1,36.05,1,0,0
96654,1,1,1,58.0,1,9,123.46,0,0,1
96655,1,1,0,45.0,0,0,32.0,0,0,1
96656,1,2,0,49.0,0,0,24.22,1,0,0
96657,0,2,1,73.0,0,0,26.89,0,0,1
96658,1,2,1,34.0,0,0,76.8,0,0,1
96659,1,2,0,54.0,0,0,19.31,1,0,0
96660,1,1,0,25.0,1,2,75.68,1,0,0
96661,0,2,0,34.0,0,0,25.21,0,0,1
96662,0,3,0,2.0,1,2,24.95,0,0,1
96663,0,2,1,46.0,0,0,10.02,0,0,1
96664,0,3,1,58.0,0,0,4.45,0,0,1
96665,1,1,1,61.0,0,0,29.48,1,0,0
96666,1,1,0,48.0,0,0,19.4,0,1,0
96667,1,3,1,25.0,0,0,9.24,0,0,1
96668,1,1,0,50.0,1,2,194.86,0,0,1
96669,1,1,0,59.0,1,1,26.95,1,0,0
96670,0,3,0,3.0,1,2,66.06,1,0,0
96671,0,3,1,37.0,3,1,28.14,0,0,1
96672,1,3,1,17.0,0,0,10.68,0,0,1
96673,1,2,0,29.0,0,0,28.01,1,0,0
96674,0,1,0,58.0,0,1,101.94,0,1,0
96675,1,3,1,63.0,2,0,70.09,0,0,1
96676,0,3,1,29.0,0,0,5.29,0,0,1
96677,0,2,1,20.0,0,1,11.37,0,0,1
96678,1,1,0,19.0,0,2,25.84,0,0,1
96679,0,1,1,36.0,0,0,28.8,0,0,1
96680,1,1,0,65.0,0,0,86.34,1,0,0
96681,0,1,1,68.0,0,0,70.46,0,0,1
96682,0,3,1,38.0,0,0,7.27,0,0,1
96683,0,1,1,53.0,1,2,70.93,0,0,1
96684,1,2,0,66.0,0,0,23.26,0,1,0
96685,1,3,0,23.0,0,0,6.76,0,0,1
96686,1,2,0,57.0,1,1,12.31,0,0,1
96687,1,3,0,38.0,1,2,32.75,0,0,1
96688,0,2,1,38.0,0,0,24.89,0,0,1
96689,0,1,0,46.0,8,0,68.63,0,0,1
96690,1,1,1,43.0,0,0,63.52,0,0,1
96691,0,1,0,55.0,3,2,29.78,1,0,0
96692,1,1,0,54.0,1,2,278.82,1,0,0
96693,1,2,1,18.0,2,1,33.61,1,0,0
96694,0,2,1,60.0,0,0,28.5,0,0,1
96695,1,3,1,38.0,0,0,9.2,1,0,0
96696,0,3,0,36.0,0,0,10.83,0,1,0
96697,1,2,0,50.0,0,0,9.45,1,0,0
96698,0,1,1,36.0,1,0,31.0,0,0,1
96699,0,3,1,52.0,0,0,8.51,0,0,1
96700,0,3,1,64.0,0,0,8.3,0,0,1
96701,1,2,0,31.0,0,1,8.69,0,0,1
96702,1,3,0,3.0,1,2,85.3,1,0,0
96703,0,3,1,39.0,0,0,10.56,0,0,1
96704,0,3,1,40.0,0,0,7.81,0,0,1
96705,1,2,1,57.0,0,0,383.63,0,1,0
96706,1,1,0,64.0,0,0,24.14,0,1,0
96707,1,2,0,26.0,0,0,26.95,0,0,1
96708,0,3,1,22.0,0,0,9.63,0,0,1
96709,0,3,1,38.0,0,9,12.93,0,0,1
96710,1,2,1,36.0,1,0,30.15,0,0,1
96711,0,2,0,23.0,0,0,8.42,0,0,1
96712,1,1,1,49.0,0,0,24.22,0,0,1
96713,0,2,1,27.0,0,0,10.66,0,0,1
96714,0,1,1,38.0,0,0,21.8,0,0,1
96715,1,1,0,46.0,1,2,87.54,0,0,1
96716,0,3,1,26.0,0,0,7.07,0,0,1
96717,0,1,1,50.0,1,0,139.79,0,0,1
96718,1,3,0,29.0,0,0,6.92,0,0,1
96719,0,3,1,34.0,0,0,11.65,0,0,1
96720,0,3,1,49.0,1,0,8.04,0,0,1
96721,0,1,0,50.0,1,0,68.09,0,0,1
96722,1,2,0,63.0,0,1,24.86,1,0,0
96723,1,2,0,17.0,1,1,29.69,1,0,0
96724,0,3,0,36.0,1,0,11.39,0,0,1
96725,0,2,0,40.0,0,0,8.74,0,0,1
96726,1,1,0,42.0,0,0,34.6,0,0,1
96727,1,1,0,60.0,1,0,27.53,1,0,0
96728,0,3,1,24.0,0,0,7.97,0,0,1
96729,0,3,1,31.0,1,2,71.06,1,0,0
96730,0,1,1,38.0,0,0,7.38,0,0,1
96731,0,3,1,72.0,0,0,26.88,0,0,1
96732,0,3,0,30.0,0,0,5.78,0,0,1
96733,0,3,1,23.0,0,0,64.38,0,0,1
96734,1,1,0,7.0,3,2,29.53,1,0,0
96735,0,2,1,22.0,0,0,5.7,0,0,1
96736,1,2,0,23.0,0,0,12.69,0,0,1
96737,0,1,1,58.0,1,2,69.16,0,0,1
96738,1,1,0,60.0,0,0,154.39,0,0,1
96739,0,2,1,58.0,1,1,141.97,0,0,1
96740,0,1,1,24.0,1,0,137.67,0,0,1
96741,1,1,0,50.0,0,2,29.9,0,0,1
96742,0,3,1,54.0,0,0,8.68,0,0,1
96743,0,1,1,44.0,0,0,23.95,1,0,0
96744,1,2,1,46.0,0,0,22.48,0,0,1
96745,0,3,1,7.0,1,2,31.78,0,0,1
96746,1,3,0,6.0,1,2,16.87,1,0,0
96747,1,1,0,46.0,0,0,28.08,1,0,0
96748,0,3,1,25.0,0,0,8.37,0,0,1
96749,1,3,1,48.0,0,0,8.82,1,0,0
96750,0,1,1,27.0,0,2,25.22,0,0,1
96751,0,1,0,62.0,0,0,83.62,1,0,0
96752,0,1,0,56.0,1,0,128.55,1,0,0
96753,1,1,0,39.0,0,0,212.22,1,0,0
96754,0,3,0,7.0,1,1,40.32,0,0,1
96755,0,3,1,59.0,2,5,8.62,0,0,1
96756,0,1,1,42.0,0,0,25.28,0,0,1
96757,0,3,1,58.0,0,0,10.15,0,0,1
96758,0,3,1,36.0,1,0,28.99,0,0,1
96759,1,1,1,30.0,0,0,27.22,0,0,1
96760,1,2,0,69.0,2,0,29.88,0,0,1
96761,0,3,1,37.0,0,0,8.4,0,0,1
96762,0,2,0,42.0,0,9,29.93,0,0,1
96763,1,3,0,59.0,3,0,201.32,1,0,0
96764,1,1,0,61.0,0,0,261.06,0,0,1
96765,1,1,1,56.0,0,0,79.49,1,0,0
96766,0,3,1,22.0,0,0,6.34,0,0,1
96767,0,2,0,65.0,0,0,9.02,0,0,1
96768,0,2,1,33.0,0,0,6.36,0,0,1
96769,0,1,0,47.0,0,0,64.65,1,0,0
96770,1,3,1,18.0,0,0,6.04,0,0,1
96771,1,3,0,57.0,1,1,32.47,0,0,1
96772,1,1,0,59.0,0,0,25.87,0,1,0
96773,0,3,1,65.0,0,0,9.05,0,0,1
96774,1,1,0,57.0,0,0,55.51,0,1,0
96775,0,3,1,27.0,0,0,6.02,0,0,1
96776,0,3,1,25.0,1,0,11.46,0,0,1
96777,1,2,0,5.0,1,1,87.26,0,0,1
96778,1,3,0,49.0,0,0,13.95,0,0,1
96779,0,2,1,31.0,0,0,25.73,0,0,1
96780,0,2,0,41.0,0,0,5.85,0,0,1
96781,0,1,1,50.0,0,0,9.62,0,0,1
96782,0,2,1,51.0,0,0,9.26,0,0,1
96783,1,1,1,32.0,1,2,25.92,0,0,1
96784,1,3,1,24.0,0,0,35.86,0,0,1
96785,0,3,1,38.0,0,0,8.99,0,0,1
96786,1,2,0,59.0,0,0,9.53,0,0,1
96787,1,1,0,27.0,1,0,229.13,0,0,1
96788,1,3,1,62.0,0,0,9.41,0,0,1
96789,1,3,0,66.0,0,0,7.68,0,0,1
96790,0,3,1,19.0,0,0,10.23,0,0,1
96791,0,3,1,28.0,0,0,6.27,0,0,1
96792,0,2,1,49.0,0,2,11.95,0,0,1
96793,0,1,1,41.0,0,0,21.78,0,0,1
